"Link","Dam Name","Other Dam Name","NIDID","Inspection Date","Owner Type","Owner Name","NID Height (Ft.)","NID Storage","Primary Purpose","All Purposes","Dam Type","River","City","Distance","County","State","Congressional District","Congressional Rep.","Permitting Authority","Inspection Authority","Enforcement Authority","Eap Last Rev Date","Lat","Lon"
"","THOMPSON POND DAM","FERC P-2801","MA00697","05/25/2011","State","DCR - DEPT. OF CONSERVATION & RECREATION","25","1950","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","TURKEY HILL BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.977123","42.296149"
"","MANCHESTER POND RESERVOIR DAM","FERC P-2801","MA00860","06/19/2013","Local Government","CITY OF ATTLEBORO, WATER DEPARTMENT","28","4210","Water Supply","Water Supply","Earth","FOURMILE BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","05/01/2014","-71.323924","41.941525"
"","FREEMAN BOG DAM","FERC P-2801","MA00385","05/30/2006","State","DCR - DEPT. OF CONSERVATION & RECREATION","12","64","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","MATTAPOISETT RIVER","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.86123622","41.75083608"
"","DEERFIELD NO. 2","-","MA00464","06/11/2015","Private","TRANSCANADA HYDRO NORTHEAST INC.","76","1830","Hydroelectric","Hydroelectric","-","DEERFIELD RIVER","CONWAY","0","FRANKLIN","MA","MA01","Richard E. Neal (D)","N","N","N","12/30/2008","-72.7071","42.573"
"","NIPMUCK POND DAM","FERC P-2801","MA00954","-","Private","-","9","86","-","-","-","SUCKER BROOK","-","0","-","MA","MA02","James P. McGovern (D)","N","N","N","-","-71.839349","42.084105"
"","CARPENTER RESERVOIR DIKE","FERC P-2801","MA00943","03/16/2010","Private","WHITINSVILLE WATER COMPANY","27.5","2271.9","Water Supply","Water Supply","Earth","MUMFORD RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.68278694","42.12533892"
"","NORTH RESERVOIR DAM","FERC P-2801","MA00457","05/05/2015","Local Government","TOWN OF WINCHESTER, WATER DEPARTMENT","25","860","Water Supply","Water Supply","Earth","SAWMILL BROOK","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","02/01/2014","-71.118728","42.464915"
"","FORGE POND DAM","FERC P-2801","MA00488","07/10/2014","Local Government","TOWN OF GRANBY, CONSERVATION COMMISSION","13.5","600","Recreation","Recreation","Earth","BACHELOR BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.470764","42.274426"
"","UPPER MEADOW POND DAM/DIKE","FERC P-2801","MA00894","03/12/2010","Private","WHITINSVILLE WATER COMPANY","15","1050","Water Supply","Water Supply","Earth","MUMFORD RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.685027","42.109736"
"","BRAINTREE DAM","FERC P-2801","MA00827","06/24/2014","State","DCR - DEPT. OF CONSERVATION & RECREATION","37","950","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","TOWN BROOK","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","06/01/2013","-71.015165","42.219541"
"","WOODMAN POND DAM","FERC P-2801","MA00529","05/22/2006","State","DCR - DEPT. OF CONSERVATION & RECREATION","15","75","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","TRIBUTARY OF SEVEN MILE RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.24737045","42.094884"
"","LAKE COMO DAM","-","MA03024","06/21/2012","Private","UNKNOWN","13","48","Recreation","Recreation","Earth","TRIBUTARY TO SEVENMILE RIVER","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.35587679","41.92611722"
"","WEDGE POND DAM","FERC P-2801","MA01125","10/08/2010","Local Government","TOWN OF WINCHESTER, WATER DEPARTMENT","9","260","Recreation","Recreation","Earth","TRIBUTARY OF ABERJONA RIVER","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","-","-71.13825948","42.45570273"
"","LONG POND DAM","FERC P-2801","MA02494","04/06/2010","Local Government","TOWN OF YARMOUTH, BOARD OF SELECTMEN","6.5","330","Recreation","Recreation","Earth","PARKERS RIVER TRIBUTARY","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.205395","41.666046"
"","TOWN FARM POND DAM","FERC P-2801","MA02904","05/12/2015","State","DFG - DEPT. OF FISH AND GAME","10.6","32","Recreation","Recreation","-","SINGLETARY BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.80560103","42.13053133"
"","WESTON'S DAM","FERC P-2801","MA02948","-","Local Government","TOWN OF HOLLISTON, BOARD OF SELECTMEN","10","69.3","Recreation","Recreation","-","BEAVER BROOK","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","-","-71.47097793","42.17312897"
"","BAXTER GRIST MILL DAM","FERC P-2801","MA01079","04/10/2012","Local Government","TOWN OF YARMOUTH, BOARD OF SELECTMEN","8","34","Recreation","Recreation","Earth","MILL CREEK","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.261098","41.657564"
"","HAWES POND DAM","-","MA03026","06/19/2012","Private","VARIOUS EQUITIES CORP.","8","76.7","Recreation","Recreation","-","PASKAMANSETT RIVER","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.98512","41.64004"
"","SLATERS POND DAM","FERC P-2801","MA01947","06/17/2014","Local Government","TOWN OF OXFORD, BOARD OF SELECTMEN","22","990","Recreation","Recreation","-","SACCARAPPA BROOK AKA MILL BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","09/01/2099","-71.82746","42.1137"
"","TISDALE POND DAM","-","MA03049","07/27/2012","Private","RIVERFRONT BUSINESS PARK LLC","9","16","Fire Protection, Stock, Or Small Fish Pond","Recreation, Fire Protection, Stock, Or Small Fish Pond","Rockfill","ASSONET RIVER","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.06583348","41.79596023"
"","RIISKA BROOK DAM","FERC P-2801","MA01050","08/24/2009","Private","HENRY R. ZELEK REALTY TRUST","18.5","62","Recreation","Recreation","Earth","TRIBUTARY OF RIISKA BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.14006385","42.05835994"
"","FARNUMS MILL POND DAM","FERC P-2801","MA01206","10/22/2009","Private","BENJAMIN FARNUM","14","100","Recreation","Recreation","-","TRIBUTARY OF BOSTON BROOK","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-71.077162","42.643616"
"","BUTTERFIELD POND DAM","FERC P-2801","MA02274","10/30/2014","Local Government","TOWN OF LEXINGTON, DEPARTMENT OF PUBLIC WORKS","22","196","Recreation","Recreation","Earth","VINE BROOK","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-71.211605","42.47056335"
"","DAMON POND DAM","FERC P-2801","MA02518","05/28/2014","State","DCR - DEPT. OF CONSERVATION & RECREATION","20","53","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","WILLARD BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","06/01/2013","-71.79109285","42.66215337"
"","LOVELL RESERVOIR DIKE","FERC P-2801","MA01334","11/13/2014","Local Government","CITY OF FITCHBURG, DIVISION OF WATER SUPPLY","27","1131","Water Supply","Water Supply","-","FALULAH BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","10/31/2012","-71.818776","42.61823"
"","GALE BROTHERS DAM","FERC P-2801","MA02333","04/25/2015","Private","DECEASED - STEPHEN THOMPSON","9","1.6","Recreation","Recreation","-","-","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.248982","42.635697"
"","MIDDLE RESERVOIR DIKE","FERC P-2801","MA01086","08/06/2014","Local Government","TOWN OF WINCHESTER, WATER DEPARTMENT","15","2720","Water Supply","Water Supply","Earth","TRIBUTARY OF MYSTIC RIVER","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","-","-71.116058","42.450826"
"","BARTLETT POND DAM","FERC P-2801","MA01946","07/30/2012","Private","CLARA BARTON REALTY, LLC","13.5","100","Recreation","Recreation","-","FRENCH RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","05/13/2008","-71.88389347","42.15553164"
"","OLD MILL POND DAM","FERC P-2801","MA01173","08/04/2014","Private","HAYWARD LANDING ASSOCIATES LIMITED PARTNERSHIP","17.45","5.4","Recreation","Recreation","Concrete","MUMFORD RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.71153","42.07582"
"","WOODWARDS MILL DAM","FERC P-2801","MA01539","01/28/2010","Local Government","TOWN OF DUNSTABLE, BOARD OF SELECTMEN","15","58","Recreation","Recreation","-","BLACK BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.485538","42.671735"
"","FERNWOOD LAKE WEST DAM","FERC P-2801","MA01337","04/21/2015","Local Government","CITY OF GLOUCESTER, DEPARTMENT OF PUBLIC WORKS","11","370","Recreation","Recreation","Earth","LITTLE RIVER BASIN","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","06/01/2007","-70.70182406","42.60997841"
"","WAR MEMORIAL PARK DAM","FERC P-2801","MA02481","08/31/2009","Local Government","TOWN OF W. BRIDGEWATER, BOARD OF SELECTMEN","7","225","Water Supply","Water Supply","-","TOWN RIVER","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","-","-71.00950129","42.01601326"
"","BORDEN BROOK RESERVOIR","FERC P-2801","MA00067","10/16/2013","Local Government","CITY OF SPRINGFIELD, WATER AND SEWER COMMISSION","75","6840","Water Supply","Water Supply","Earth","BORDEN BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","10/01/2015","-72.93894616","42.12971134"
"","HAMMOND POND DAM","FERC P-2801","MA00176","10/09/2014","Private","HAMMOND ACRES CLUB, INC.","17","415","Recreation","Recreation","Earth","WEBSTER BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.79901","42.40622"
"","UPPER MILLPOND DAM","FERC P-2801","MA00244","-","Private","-","10","105","-","-","-","MILL RIVER","-","0","-","MA","MA06","Seth Moulton (D)","N","N","N","-","-70.9425169","42.70866746"
"","CARPENTER POND DAM","FERC P-2801","MA00220","07/29/2014","Local Government","TOWN OF DUDLEY, BOARD OF SELECTMEN","7.9","36","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","UNNAMED TRIBUTARY TO FRENCH RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-71.90428108","42.02860807"
"","LOWER SPECTICAL POND DAM","FERC P-2801","MA00290","09/18/2006","State","DCR - DEPT. OF CONSERVATION & RECREATION","10","690","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","TRIBUTARY OF CLAM RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.12051","42.161318"
"","WINDSOR LAKE DAM","FERC P-2801","MA00281","04/24/2015","Local Government","CITY OF NORTH ADAMS","20","185","Recreation","Recreation","Earth","TRIBUTARY OF HOOSIC RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","06/30/2014","-73.09564605","42.68863288"
"","SLUICE POND DAM","FERC P-2801","MA00236","10/19/1979","Local Government","CITY OF LYNN","12","322","Recreation","Recreation","-","TRIBUTARY OF SAUGUS RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.96060979","42.48710178"
"","LOWER NAUKEAG LAKE DAM","-","MA00002","05/27/2015","Local Government","TOWN OF ASHBURNHAM, BOARD OF SELECTMEN","14","2150","Recreation","Recreation","Earth","TRIBUTARY TO MILLERS RIVER","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","04/01/2011","-71.96647945","42.66986173"
"","JOHN LEO SILVER LAKE DAM","FERC P-2801","MA00274","06/21/2011","State","DCR - DEPT. OF CONSERVATION & RECREATION","13","80","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","TRIBUTARY OF TO LOWER POND","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-71.035434","42.487144"
"","SOUTH ATHOL POND DAM","FERC P-2801","MA00215","11/18/2014","Private","MORGAN MEMORIAL GOODWILL INDUSTRIES, INC.","11","600","Recreation","Recreation","Earth","THROWER BROOK & RICEVILLE BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.26056201","42.53143667"
"","ASHWORTH DAM","FERC P-2801","MA00100","-","Private","ORRIN J. SISCO & ELIZABETH A. SISCO","10","110","Other","Other","-","ASHWORTH BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.00935","42.14837"
"","WHITING STREET RESERVOIR DAM","FERC P-2801","MA00070","10/01/2014","Local Government","CITY OF HOLYOKE, WATER WORKS","19","2190","Water Supply","Water Supply","-","UNNAMED","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","07/30/2014","-72.63487397","42.23969188"
"","MILLVALE RESERVOIR DAM","FERC P-2801","MA00228","04/29/2015","Local Government","CITY OF HAVERHILL, OFFICE OF THE MAYOR","18","558","Water Supply","Water Supply","Masonry","EAST MEADOW RIVER (TRIBUTARY OF MERRIMACK RIVER)","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","02/01/2014","-71.03193133","42.78604881"
"","BARBIERI POND DAM","-","MA00039","06/02/2009","Private","MYRIN INSTITUTE","20","110","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","MUDDY BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.31775427","42.20294716"
"","GOOSE COVE RESERVOIR SOUTH DAM","FERC P-2801","MA00163","10/01/2013","Local Government","CITY OF GLOUCESTER, DEPARTMENT OF PUBLIC WORKS","20","1140","Water Supply","Water Supply","Earth","ANNISQUAM RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","06/01/2007","-70.66580762","42.63837672"
"","UPPER BEMIS POND DAM","FERC P-2801","MA00069","05/11/2011","Local Government","CITY OF CHICOPEE, DEPARTMENT OF PUBLIC WORKS","18","50","Recreation","Recreation","Earth","ABBEY BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.5903","42.14591"
"","MILE BROOK DAM","FERC P-2801","MA00277","06/03/2009","Private","MASSACHUSETTS AUDUBON SOCIETY, INC.","10","91","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","TRIBUTARY OF IPSWICH RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.92037888","42.63817386"
"","HOWE POND DAM","FERC P-2801","MA00159","11/28/2011","Private","SCOTT STONE","14","43","Water Supply","Water Supply","Masonry","FISH BROOK","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-71.00025","42.65513"
"","PAPOOSE LAKE UPPER DAM","FERC P-2801","MA00045","11/30/2011","Private","MOHAWK ESTATES PROPERTY OWNERS ASSOCIATION, INC.","10","92","Recreation","Recreation","-","DAVENPORT BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.79525","42.677844"
"","BOGASTOW POND DAM","FERC P-2801","MA00167","06/03/2009","Private","MARY CASSIDY","13","130","Recreation","Recreation","-","BOGASTOW BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.36345333","42.18823979"
"","DYKES MEADOW DAM","FERC P-2801","MA00156","04/23/2015","Local Government","CITY OF GLOUCESTER, DEPARTMENT OF PUBLIC WORKS","52","1360","Water Supply","Water Supply","Earth","TRIBUTARY OF LITTLE RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.72422392","42.60321178"
"","STEADMAN POND DAM","FERC P-2801","MA00248","09/20/1999","Private","BERKSHIRE NATURAL RESOURCES COUNCIL, INC.","15","90","Recreation","Recreation","-","TRIBUTARY OF HOP BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.20049822","42.21256638"
"","KENDALL RESERVOIR DAM","FERC P-2801","MA00622","04/12/2012","Local Government","CITY OF WORCESTER, DEPARTMENT OF PUBLIC WORKS & PARKS","39","3850","Water Supply","Water Supply","Earth","KENDALL BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","06/01/2007","-71.88890576","42.34778077"
"","MERRY MEMORIAL DAM","FERC P-2801","MA00409","-","Private","-","10.5","157.3","-","-","-","WEST BROOK","-","0","-","MA","MA09","William R. Keating (D)","N","N","N","-","-70.7063727","42.04680837"
"","SOUTH MEADOW POND DAM","FERC P-2801","MA00380","-","Private","-","11","60.5","-","-","-","TRIBUTARY OF SOUTH MEADOW BROOK","-","0","-","MA","MA09","William R. Keating (D)","N","N","N","-","-70.74133979","41.89476477"
"","DIVERSION DAM","FERC P-2801","MA00688","12/01/2014","Private","MARK F. LARIVIERE","16","91","Recreation","Recreation","Masonry","QUINEBAUG RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.01402818","42.07186918"
"","CONNOR POND DAM","FERC P-2801","MA00651","11/10/2011","Private","SWIFT RIVER VALLEY TRUST","12","130","Recreation","Recreation","-","EAST BRANCH SWIFT RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.16452032","42.46111279"
"","WINDSOR RESERVOIR DAM","FERC P-2801","MA00841","05/28/2014","Local Government","TOWN OF DALTON, DALTON FIRE DISTRICT","51","1520","Water Supply","Water Supply","Earth","HOUSATONIC RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","09/24/2012","-73.10988274","42.48839722"
"","ROBINSON POND DAM","FERC P-2801","MA00670","06/21/2013","Private","UNKNOWN","15","850","Recreation","Recreation","-","LOWE'S BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","07/01/2012","-71.832174","42.107844"
"","BOYS & GIRLS CAMP #3 DAM","FERC P-2801","MA00481","08/08/2012","Private","CROSSROADS FOR KIDS, INC.","9","75","Recreation","Recreation","Earth","KEENE BROOK","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.750205","42.078395"
"","FISHERVILLE POND DAM","FERC P-2801","MA00577","06/26/2015","Private","FISHERVILLE REDEVELOPMENT COMPANY, LLC","13","1360","Flood Control","Flood Control","Earth","BLACKSTONE RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","08/12/2014","-71.68844523","42.17940893"
"","ROBBINS RESERVOIR DAM","FERC P-2801","MA00467","11/01/1989","Private","SMJ CRANBERRY ASSOCIATES, LLC","9","413.2","Irrigation","Irrigation","-","TRIBUTARY OF WINNETUXET RIVER","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","-","-70.901709","42.003486"
"","PUTNAMVILLE RESERVOIR WEST DIKE","FERC P-2801","MA00744","08/06/2014","Local Government","SALEM-BEVERLY WATER SUPPLY BOARD","26","8000","Water Supply","Water Supply","Earth","TRIBUTARY OF IPSWICH RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","09/01/2012","-70.95439118","42.59946685"
"","CROW HILLS POND DAM","FERC P-2801","MA00645","05/13/2015","State","DCR - DEPT. OF CONSERVATION & RECREATION","16","63","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","FLAG BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.856297","42.520914"
"","MAKEPEACE #1 DAM","FERC P-2801","MA00381","-","Private","-","8.5","53.1","-","-","-","TRIBUTARY OF DOTEN BROOK","-","0","-","MA","MA09","William R. Keating (D)","N","N","N","-","-70.76972196","41.9398223"
"","MANHAN RIVER DAM","FERC P-2801","MA00757","04/21/2014","Local Government","CITY OF EASTHAMPTON, DEPARTMENT OF PUBLIC WORKS","16","150","Recreation","Recreation","Concrete","MANHAN RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.67189179","42.27431991"
"","BONDSVILLE UPPER DAM","FERC P-2801","MA00560","11/20/2013","Private","BELCHERTOWN LAND TRUST, INC.","28","1160","Recreation","Recreation","-","SWIFT RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.34082117","42.21910256"
"","QUEEN LAKE DAM","FERC P-2801","MA00648","06/26/2014","Local Government","TOWN OF PHILLIPSTON","7","1308","Recreation","Recreation","-","TRIBUTARY OF BURNSHIRT RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.113843","42.540112"
"","STONY BROOK DAM","FERC P-2801","MA00762","05/31/2012","Private","VISHWASH REALTY LLC","15","100","Recreation","Water Supply, Recreation","Earth","STONY BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.403326","42.61696313"
"","BONDSVILLE LOWER DAM","FERC P-2801","MA00561","05/22/2012","Private","UNKNOWN","16","80","Recreation","Recreation","Earth","SWIFT RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.346392","42.211268"
"","WHEELWRIGHT POND DAM","FERC P-2801","MA00616","06/30/2010","Private","RAITTO INDUSTRIAL PARK, INC.","17","250","Other","Other","-","WARE RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.136623","42.352462"
"","WILLIAMSVILLE POND DAM","FERC P-2801","MA00662","12/11/2009","State","DFG - DEPT. OF FISH AND GAME","10.76","469.8","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","BURNSHIRT RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.07832057","42.48173073"
"","BRIGGS RESERVOIR DAM #1","FERC P-2801","MA00913","-","Private","-","13","135.04","-","-","-","TRIBUTARY OF TOWN BROOK","-","0","-","MA","MA09","William R. Keating (D)","N","N","N","-","-70.68260664","41.92971502"
